"SITE","DATE","STOP.#","X","Y","EWPW.(#)","OBSERVER","NOTES","start_hour","end_hour","start_year"
"Nashua River Floodplain: Route #1","06/03/2015","4",-71.6878,42.4992,0,"Dick & Peg Knowlton","2115-2345. Calm, mostly clear, apparently a good deal of traffic noise.  This is an 11-point survey.  This is the same route run in 2014.","21:15","23:45",2015
"Nashua River Floodplain: Route #1","06/03/2015","5",-71.7152,42.5067,0,"Dick & Peg Knowlton","2115-2345. Calm, mostly clear, apparently a good deal of traffic noise.  This is an 11-point survey.  This is the same route run in 2014.","21:15","23:45",2015
"Nashua River Floodplain: Route #1","06/03/2015","6",-71.699,42.5155,0,"Dick & Peg Knowlton","2115-2345. Calm, mostly clear, apparently a good deal of traffic noise.  This is an 11-point survey.  This is the same route run in 2014.","21:15","23:45",2015
"Nashua River Floodplain: Route #1","06/03/2015","7",-71.6966,42.5337,0,"Dick & Peg Knowlton","2115-2345. Calm, mostly clear, apparently a good deal of traffic noise.  This is an 11-point survey.  This is the same route run in 2014.","21:15","23:45",2015
"Nashua River Floodplain: Route #1","06/03/2015","8",-71.6777,42.5396,0,"Dick & Peg Knowlton","2115-2345. Calm, mostly clear, apparently a good deal of traffic noise.  This is an 11-point survey.  This is the same route run in 2014.","21:15","23:45",2015
"Nashua River Floodplain: Route #1","06/03/2015","9",-71.6554,42.55,0,"Dick & Peg Knowlton","2115-2345. Calm, mostly clear, apparently a good deal of traffic noise.  This is an 11-point survey.  This is the same route run in 2014.","21:15","23:45",2015
"Nashua River Floodplain: Route #1","06/03/2015","10",-71.6406,42.56,0,"Dick & Peg Knowlton","2115-2345. Calm, mostly clear, apparently a good deal of traffic noise.  This is an 11-point survey.  This is the same route run in 2014.","21:15","23:45",2015
"Nashua River Floodplain: Route #1","06/03/2015","11",-71.6289,42.5738,0,"Dick & Peg Knowlton","2115-2345. Calm, mostly clear, apparently a good deal of traffic noise.  This is an 11-point survey.  This is the same route run in 2014.","21:15","23:45",2015
"Nashua River Floodplain: Route #2","06/03/2015","1",-71.6076,42.5797,0,"Dick & Peg Knowlton","2355-0201.  Calm, mostly clear, moderate traffic noise.    Point 9 not accessible due to posting.  This is the same route run in 2014.","23:55","2:01",2015
"Nashua River Floodplain: Route #2","06/03/2015","2",-71.6056,42.5659,0,"Dick & Peg Knowlton","2355-0201.  Calm, mostly clear, moderate traffic noise.    Point 9 not accessible due to posting.  This is the same route run in 2014.","23:55","2:01",2015
"Nashua River Floodplain: Route #2","06/03/2015","3",-71.615,42.5522,0,"Dick & Peg Knowlton","2355-0201.  Calm, mostly clear, moderate traffic noise.    Point 9 not accessible due to posting.  This is the same route run in 2014.","23:55","2:01",2015
"Nashua River Floodplain: Route #2","06/03/2015","4",-71.6266,42.5397,0,"Dick & Peg Knowlton","2355-0201.  Calm, mostly clear, moderate traffic noise.    Point 9 not accessible due to posting.  This is the same route run in 2014.","23:55","2:01",2015
"Nashua River Floodplain: Route #2","06/03/2015","5",-71.631,42.525,0,"Dick & Peg Knowlton","2355-0201.  Calm, mostly clear, moderate traffic noise.    Point 9 not accessible due to posting.  This is the same route run in 2014.","23:55","2:01",2015
"Nashua River Floodplain: Route #2","06/03/2015","6",-71.6124,42.5289,0,"Dick & Peg Knowlton","2355-0201.  Calm, mostly clear, moderate traffic noise.    Point 9 not accessible due to posting.  This is the same route run in 2014.","23:55","2:01",2015
"Nashua River Floodplain: Route #2","06/03/2015","7",-71.6127,42.5143,0,"Dick & Peg Knowlton","2355-0201.  Calm, mostly clear, moderate traffic noise.    Point 9 not accessible due to posting.  This is the same route run in 2014.","23:55","2:01",2015
"Nashua River Floodplain: Route #2","06/03/2015","8",-71.6207,42.5013,0,"Dick & Peg Knowlton","2355-0201.  Calm, mostly clear, moderate traffic noise.    Point 9 not accessible due to posting.  This is the same route run in 2014.","23:55","2:01",2015
"Nashua River Floodplain: Route #2","06/03/2015","9",-71.6333,42.489,0,"Dick & Peg Knowlton","2355-0201.  Calm, mostly clear, moderate traffic noise.    Point 9 not accessible due to posting.  This is the same route run in 2014.","23:55","2:01",2015
"Nashua River Floodplain: Route #2","06/03/2015","10",-71.6399,42.4764,4,"Dick & Peg Knowlton","2355-0201.  Calm, mostly clear, moderate traffic noise.    Point 9 not accessible due to posting.  This is the same route run in 2014.","23:55","2:01",2015
"Old Sandwich Road, Plymouth (Pine Hills)","06/30/2015","1",-70.5483,41.826,0,"Stew Sanders, Ken Donovan, Melissa Brosanders","2104-2312.  Calm, clear sky, moderate noise.","21:04","23:12",2015
"Old Sandwich Road, Plymouth (Pine Hills)","06/30/2015","2",-70.5404,41.8427,0,"Stew Sanders, Ken Donovan, Melissa Brosanders","2104-2312.  Calm, clear sky, moderate noise.","21:04","23:12",2015
"Old Sandwich Road, Plymouth (Pine Hills)","06/30/2015","3",-70.5524,41.854,2,"Stew Sanders, Ken Donovan, Melissa Brosanders","2104-2312.  Calm, clear sky, moderate noise.","21:04","23:12",2015
"Old Sandwich Road, Plymouth (Pine Hills)","06/30/2015","4",-70.5694,41.866,0,"Stew Sanders, Ken Donovan, Melissa Brosanders","2104-2312.  Calm, clear sky, moderate noise.","21:04","23:12",2015
"Old Sandwich Road, Plymouth (Pine Hills)","06/30/2015","5",-70.5816,41.8764,0,"Stew Sanders, Ken Donovan, Melissa Brosanders","2104-2312.  Calm, clear sky, moderate noise.","21:04","23:12",2015
"Old Sandwich Road, Plymouth (Pine Hills)","06/30/2015","6",-70.5911,41.8948,0,"Stew Sanders, Ken Donovan, Melissa Brosanders","2104-2312.  Calm, clear sky, moderate noise.","21:04","23:12",2015
"Old Sandwich Road, Plymouth (Pine Hills)","06/30/2015","7",-70.6029,41.9106,0,"Stew Sanders, Ken Donovan, Melissa Brosanders","2104-2312.  Calm, clear sky, moderate noise.","21:04","23:12",2015
"Old Sandwich Road, Plymouth (Pine Hills)","06/30/2015","8",-70.6151,41.9229,0,"Stew Sanders, Ken Donovan, Melissa Brosanders","2104-2312.  Calm, clear sky, moderate noise.","21:04","23:12",2015
"Old Sandwich Road, Plymouth (Pine Hills)","06/30/2015","9",-70.5984,41.936,0,"Stew Sanders, Ken Donovan, Melissa Brosanders","2104-2312.  Calm, clear sky, moderate noise.","21:04","23:12",2015
"Old Sandwich Road, Plymouth (Pine Hills)","06/30/2015","10",-70.5767,41.9264,0,"Stew Sanders, Ken Donovan, Melissa Brosanders","2104-2312.  Calm, clear sky, moderate noise.","21:04","23:12",2015
"Orchard Street Area, Byfield","06/03/2015","1",-71.0029,42.7604,0,"Lynette Leka","2130-2355: Calm, clear, moderate noise and a fair number of passing cars.  This is the first running of this route in 2015.  This route has not changed in several years.","21:30","23:55",2015
"Orchard Street Area, Byfield","06/03/2015","3",-70.9774,42.7825,0,"Lynette Leka","2130-2355: Calm, clear, moderate noise and a fair number of passing cars.  This is the first running of this route in 2015.  This route has not changed in several years.","21:30","23:55",2015
"Orchard Street Area, Byfield","06/03/2015","2",-70.9905,42.7713,0,"Lynette Leka","2130-2355: Calm, clear, moderate noise and a fair number of passing cars.  This is the first running of this route in 2015.  This route has not changed in several years.","21:30","23:55",2015
"Orchard Street Area, Byfield","06/03/2015","9",-70.8742,42.772,1,"Lynette Leka","2130-2355: Calm, clear, moderate noise and a fair number of passing cars.  This is the first running of this route in 2015.  This route has not changed in several years.","21:30","23:55",2015
"Orchard Street Area, Byfield","06/03/2015","5",-70.9479,42.763,0,"Lynette Leka","2130-2355: Calm, clear, moderate noise and a fair number of passing cars.  This is the first running of this route in 2015.  This route has not changed in several years.","21:30","23:55",2015
"Orchard Street Area, Byfield","06/03/2015","7",-70.9141,42.7607,0,"Lynette Leka","2130-2355: Calm, clear, moderate noise and a fair number of passing cars.  This is the first running of this route in 2015.  This route has not changed in several years.","21:30","23:55",2015
"Orchard Street Area, Byfield","06/03/2015","6",-70.9359,42.7518,0,"Lynette Leka","2130-2355: Calm, clear, moderate noise and a fair number of passing cars.  This is the first running of this route in 2015.  This route has not changed in several years.","21:30","23:55",2015
"Orchard Street Area, Byfield","06/03/2015","4",-70.9603,42.7735,0,"Lynette Leka","2130-2355: Calm, clear, moderate noise and a fair number of passing cars.  This is the first running of this route in 2015.  This route has not changed in several years.","21:30","23:55",2015
"Orchard Street Area, Byfield","06/03/2015","10",-70.8549,42.7684,1,"Lynette Leka","2130-2355: Calm, clear, moderate noise and a fair number of passing cars.  This is the first running of this route in 2015.  This route has not changed in several years.","21:30","23:55",2015
"Orchard Street Area, Byfield","06/03/2015","8",-70.8954,42.7649,0,"Lynette Leka","2130-2355: Calm, clear, moderate noise and a fair number of passing cars.  This is the first running of this route in 2015.  This route has not changed in several years.","21:30","23:55",2015
"Orchard Street Area, Byfield","06/26/2015","3",-70.9774,42.7825,0,"Lynette Leka","2135-2345: Calm, clear, moderate noise and a fair number of passing cars.  This is the second running of this route in 2015.  This route has not changed in several years.","21:35","23:45",2015
"Orchard Street Area, Byfield","06/26/2015","1",-71.0029,42.7604,0,"Lynette Leka","2135-2345: Calm, clear, moderate noise and a fair number of passing cars.  This is the second running of this route in 2015.  This route has not changed in several years.","21:35","23:45",2015
"Orchard Street Area, Byfield","06/26/2015","7",-70.9141,42.7607,0,"Lynette Leka","2135-2345: Calm, clear, moderate noise and a fair number of passing cars.  This is the second running of this route in 2015.  This route has not changed in several years.","21:35","23:45",2015
"Orchard Street Area, Byfield","06/26/2015","5",-70.9479,42.763,0,"Lynette Leka","2135-2345: Calm, clear, moderate noise and a fair number of passing cars.  This is the second running of this route in 2015.  This route has not changed in several years.","21:35","23:45",2015
"Orchard Street Area, Byfield","06/26/2015","4",-70.9603,42.7735,0,"Lynette Leka","2135-2345: Calm, clear, moderate noise and a fair number of passing cars.  This is the second running of this route in 2015.  This route has not changed in several years.","21:35","23:45",2015
"Orchard Street Area, Byfield","06/26/2015","6",-70.9359,42.7518,0,"Lynette Leka","2135-2345: Calm, clear, moderate noise and a fair number of passing cars.  This is the second running of this route in 2015.  This route has not changed in several years.","21:35","23:45",2015
"Orchard Street Area, Byfield","06/26/2015","2",-70.9905,42.7713,0,"Lynette Leka","2135-2345: Calm, clear, moderate noise and a fair number of passing cars.  This is the second running of this route in 2015.  This route has not changed in several years.","21:35","23:45",2015
"Orchard Street Area, Byfield","06/26/2015","9",-70.8742,42.772,1,"Lynette Leka","2135-2345: Calm, clear, moderate noise and a fair number of passing cars.  This is the second running of this route in 2015.  This route has not changed in several years.","21:35","23:45",2015
"Orchard Street Area, Byfield","06/26/2015","8",-70.8954,42.7649,0,"Lynette Leka","2135-2345: Calm, clear, moderate noise and a fair number of passing cars.  This is the second running of this route in 2015.  This route has not changed in several years.","21:35","23:45",2015
"Orchard Street Area, Byfield","06/26/2015","10",-70.8549,42.7684,0,"Lynette Leka","2135-2345: Calm, clear, moderate noise and a fair number of passing cars.  This is the second running of this route in 2015.  This route has not changed in several years.","21:35","23:45",2015
"Oxbow NWR (The Desert)","06/30/2015","1",-71.4874,42.3921,0,"Laura Mattei, Eileen McGourty, Carol Levin, Martin Levin, Dave Henkels, Alicia Coleman","2100-22201.  Mostly clear, calm.  Carol & Martin surveyed stops 1-2, Laura & Eileen surveyed stops 3-7, and Dave & Alicia surveyed stops 8-10.","21:00","22:20",2015
"Oxbow NWR (The Desert)","06/30/2015","2",-71.485,42.3777,0,"Laura Mattei, Eileen McGourty, Carol Levin, Martin Levin, Dave Henkels, Alicia Coleman","2100-22201.  Mostly clear, calm.  Carol & Martin surveyed stops 1-2, Laura & Eileen surveyed stops 3-7, and Dave & Alicia surveyed stops 8-10.","21:00","22:20",2015
"Oxbow NWR (The Desert)","06/30/2015","3",-71.4666,42.3824,0,"Laura Mattei, Eileen McGourty, Carol Levin, Martin Levin, Dave Henkels, Alicia Coleman","2100-22201.  Mostly clear, calm.  Carol & Martin surveyed stops 1-2, Laura & Eileen surveyed stops 3-7, and Dave & Alicia surveyed stops 8-10.","21:00","22:20",2015
"Oxbow NWR (The Desert)","06/30/2015","4",-71.4677,42.3968,0,"Laura Mattei, Eileen McGourty, Carol Levin, Martin Levin, Dave Henkels, Alicia Coleman","2100-22201.  Mostly clear, calm.  Carol & Martin surveyed stops 1-2, Laura & Eileen surveyed stops 3-7, and Dave & Alicia surveyed stops 8-10.","21:00","22:20",2015
"Oxbow NWR (The Desert)","06/30/2015","5",-71.4886,42.4064,0,"Laura Mattei, Eileen McGourty, Carol Levin, Martin Levin, Dave Henkels, Alicia Coleman","2100-22201.  Mostly clear, calm.  Carol & Martin surveyed stops 1-2, Laura & Eileen surveyed stops 3-7, and Dave & Alicia surveyed stops 8-10.","21:00","22:20",2015
"Oxbow NWR (The Desert)","06/30/2015","6",-71.475,42.4172,0,"Laura Mattei, Eileen McGourty, Carol Levin, Martin Levin, Dave Henkels, Alicia Coleman","2100-22201.  Mostly clear, calm.  Carol & Martin surveyed stops 1-2, Laura & Eileen surveyed stops 3-7, and Dave & Alicia surveyed stops 8-10.","21:00","22:20",2015
"Oxbow NWR (The Desert)","06/30/2015","7",-71.457,42.4125,0,"Laura Mattei, Eileen McGourty, Carol Levin, Martin Levin, Dave Henkels, Alicia Coleman","2100-22201.  Mostly clear, calm.  Carol & Martin surveyed stops 1-2, Laura & Eileen surveyed stops 3-7, and Dave & Alicia surveyed stops 8-10.","21:00","22:20",2015
"Oxbow NWR (The Desert)","06/30/2015","8",-71.4901,42.4299,0,"Laura Mattei, Eileen McGourty, Carol Levin, Martin Levin, Dave Henkels, Alicia Coleman","2100-22201.  Mostly clear, calm.  Carol & Martin surveyed stops 1-2, Laura & Eileen surveyed stops 3-7, and Dave & Alicia surveyed stops 8-10.","21:00","22:20",2015
"Oxbow NWR (The Desert)","06/30/2015","9",-71.4794,42.4469,0,"Laura Mattei, Eileen McGourty, Carol Levin, Martin Levin, Dave Henkels, Alicia Coleman","2100-22201.  Mostly clear, calm.  Carol & Martin surveyed stops 1-2, Laura & Eileen surveyed stops 3-7, and Dave & Alicia surveyed stops 8-10.","21:00","22:20",2015
"Oxbow NWR (The Desert)","06/30/2015","10",-71.5095,42.4585,0,"Laura Mattei, Eileen McGourty, Carol Levin, Martin Levin, Dave Henkels, Alicia Coleman","2100-22201.  Mostly clear, calm.  Carol & Martin surveyed stops 1-2, Laura & Eileen surveyed stops 3-7, and Dave & Alicia surveyed stops 8-10.","21:00","22:20",2015
"Quabbin - East Quabbin","05/29/2015","1",-72.2471,42.4768,NA,"Chris Buelow","0025-0230  Calm, mostly clear, low noise.  Stop 1 not visited.  Stop 4 should be moved to Double Day Village shore.  EWPW heard at stop 6 was on Leveau Island.  EWPW heard at stop 8 was on Mt. Zion","0:25","2:30",2015
"Quabbin - East Quabbin","05/29/2015","2",-72.2629,42.4675,1,"Chris Buelow","0025-0230  Calm, mostly clear, low noise.  Stop 1 not visited.  Stop 4 should be moved to Double Day Village shore.  EWPW heard at stop 6 was on Leveau Island.  EWPW heard at stop 8 was on Mt. Zion","0:25","2:30",2015
"Quabbin - East Quabbin","05/29/2015","3",-72.2451,42.4623,0,"Chris Buelow","0025-0230  Calm, mostly clear, low noise.  Stop 1 not visited.  Stop 4 should be moved to Double Day Village shore.  EWPW heard at stop 6 was on Leveau Island.  EWPW heard at stop 8 was on Mt. Zion","0:25","2:30",2015
"Quabbin - East Quabbin","05/29/2015","4",-72.2532,42.4483,0,"Chris Buelow","0025-0230  Calm, mostly clear, low noise.  Stop 1 not visited.  Stop 4 should be moved to Double Day Village shore.  EWPW heard at stop 6 was on Leveau Island.  EWPW heard at stop 8 was on Mt. Zion","0:25","2:30",2015
"Quabbin - East Quabbin","05/29/2015","5",-72.2345,42.447,0,"Chris Buelow","0025-0230  Calm, mostly clear, low noise.  Stop 1 not visited.  Stop 4 should be moved to Double Day Village shore.  EWPW heard at stop 6 was on Leveau Island.  EWPW heard at stop 8 was on Mt. Zion","0:25","2:30",2015
"Quabbin - East Quabbin","05/29/2015","6",-72.2545,42.4341,1,"Chris Buelow","0025-0230  Calm, mostly clear, low noise.  Stop 1 not visited.  Stop 4 should be moved to Double Day Village shore.  EWPW heard at stop 6 was on Leveau Island.  EWPW heard at stop 8 was on Mt. Zion","0:25","2:30",2015
"Quabbin - East Quabbin","05/29/2015","7",-72.2275,42.4221,0,"Chris Buelow","0025-0230  Calm, mostly clear, low noise.  Stop 1 not visited.  Stop 4 should be moved to Double Day Village shore.  EWPW heard at stop 6 was on Leveau Island.  EWPW heard at stop 8 was on Mt. Zion","0:25","2:30",2015
